teamID,franchID,team_name,games_played,home_games_played,yearID,season_rank,wins,losses,home_park,attendance,home_runs,runs_scored,division_winner,wild_card_winner,league_winner,world_series_winner,att_per_game
ANA,ANA,Anaheim Angels,162,81,2001,3,75,87,Edison International Field,2000919,158,691,N,N,N,N,24702.703703703704
ARI,ARI,Arizona Diamondbacks,162,81,2001,1,92,70,Bank One Ballpark,2736451,208,818,Y,N,Y,Y,33783.345679012345
ATL,ATL,Atlanta Braves,162,81,2001,1,88,74,Turner Field,2823530,174,729,Y,N,N,N,34858.39506172839
BAL,BAL,Baltimore Orioles,162,80,2001,4,63,98,Oriole Park at Camden Yards,3094841,136,687,N,N,N,N,38685.5125
BOS,BOS,Boston Red Sox,161,81,2001,2,82,79,Fenway Park II,2625333,198,772,N,N,N,N,32411.51851851852
CHA,CHW,Chicago White Sox,162,81,2001,3,83,79,Comiskey Park II,1766172,214,798,N,N,N,N,21804.59259259259
CHN,CHC,Chicago Cubs,162,81,2001,3,88,74,Wrigley Field,2779465,194,777,N,N,N,N,34314.38271604938
CIN,CIN,Cincinnati Reds,162,81,2001,5,66,96,Cinergy Field,1879757,176,735,N,N,N,N,23206.87654320988
CLE,CLE,Cleveland Indians,162,80,2001,1,91,71,Jacobs Field,3175523,212,897,Y,N,N,N,39694.0375
COL,COL,Colorado Rockies,162,81,2001,5,73,89,Coors Field,3166821,213,923,N,N,N,N,39096.55555555556
DET,DET,Detroit Tigers,162,81,2001,4,66,96,Comerica Park,1921305,139,724,N,N,N,N,23719.81481481481
FLO,FLA,Florida Marlins,162,80,2001,4,76,86,Pro Player Stadium,1261226,166,742,N,N,N,N,15765.325
HOU,HOU,Houston Astros,162,81,2001,1,93,69,Enron Field,2904277,208,847,Y,N,N,N,35855.27160493827
KCA,KCR,Kansas City Royals,162,81,2001,5,65,97,Kauffman Stadium,1536371,152,729,N,N,N,N,18967.543209876545
LAN,LAD,Los Angeles Dodgers,162,81,2001,3,86,76,Dodger Stadium,3017143,206,758,N,N,N,N,37248.67901234568
MIL,MIL,Milwaukee Brewers,162,81,2001,4,68,94,Miller Park,2811041,209,740,N,N,N,N,34704.20987654321
MIN,MIN,Minnesota Twins,162,81,2001,2,85,77,Hubert H Humphrey Metrodome,1782929,164,771,N,N,N,N,22011.46913580247
MON,WSN,Montreal Expos,162,81,2001,5,68,94,Stade Olympique,642745,131,670,N,N,N,N,7935.123456790124
NYA,NYY,New York Yankees,161,80,2001,1,95,65,Yankee Stadium II,3264907,203,804,Y,N,Y,N,40811.3375
NYN,NYM,New York Mets,162,81,2001,3,82,80,Shea Stadium,2658330,147,642,N,N,N,N,32818.88888888889
OAK,OAK,Oakland Athletics,162,81,2001,2,102,60,Oakland Coliseum,2133277,199,884,N,Y,N,N,26336.753086419754
PHI,PHI,Philadelphia Phillies,162,81,2001,2,86,76,Veterans Stadium,1782054,164,746,N,N,N,N,22000.666666666668
PIT,PIT,Pittsburgh Pirates,162,81,2001,6,62,100,PNC Park,2464870,161,657,N,N,N,N,30430.49382716049
SDN,SDP,San Diego Padres,162,81,2001,4,79,83,Qualcomm Stadium,2378128,161,789,N,N,N,N,29359.604938271605
SEA,SEA,Seattle Mariners,162,81,2001,1,116,46,Safeco Field,3507326,169,927,Y,N,N,N,43300.32098765432
SFN,SFG,San Francisco Giants,162,81,2001,2,90,72,PacBell Park,3311958,235,799,N,N,N,N,40888.37037037037
SLN,STL,St. Louis Cardinals,162,82,2001,2,93,69,Busch Stadium II,3109578,199,814,N,Y,N,N,37921.68292682927
TBA,TBD,Tampa Bay Devil Rays,162,81,2001,5,62,100,Tropicana Field,1298365,121,672,N,N,N,N,16029.197530864198
TEX,TEX,Texas Rangers,162,82,2001,4,73,89,The Ballpark at Arlington,2831021,246,890,N,N,N,N,34524.64634146341
TOR,TOR,Toronto Blue Jays,162,82,2001,3,80,82,Skydome,1915438,195,767,N,N,N,N,23359.0
ANA,ANA,Anaheim Angels,162,81,2002,2,99,63,Edison International Field,2305547,152,851,N,Y,Y,Y,28463.543209876545
ARI,ARI,Arizona Diamondbacks,162,81,2002,1,98,64,Bank One Ballpark,3198977,165,819,Y,N,N,N,39493.54320987655
ATL,ATL,Atlanta Braves,161,81,2002,1,101,59,Turner Field,2603484,164,708,Y,N,N,N,32141.777777777777
BAL,BAL,Baltimore Orioles,162,81,2002,4,67,95,Oriole Park at Camden Yards,2682439,165,667,N,N,N,N,33116.53086419753
BOS,BOS,Boston Red Sox,162,81,2002,2,93,69,Fenway Park II,2650862,177,859,N,N,N,N,32726.69135802469
CHA,CHW,Chicago White Sox,162,81,2002,2,81,81,Comiskey Park II,1676911,217,856,N,N,N,N,20702.604938271605
CHN,CHC,Chicago Cubs,162,78,2002,5,67,95,Wrigley Field,2693096,200,706,N,N,N,N,34526.8717948718
CIN,CIN,Cincinnati Reds,162,80,2002,3,78,84,Cinergy Field,1855787,169,709,N,N,N,N,23197.3375
CLE,CLE,Cleveland Indians,162,81,2002,3,74,88,Jacobs Field,2616940,192,739,N,N,N,N,32307.9012345679
COL,COL,Colorado Rockies,162,81,2002,4,73,89,Coors Field,2737838,152,778,N,N,N,N,33800.46913580247
DET,DET,Detroit Tigers,161,80,2002,5,55,106,Comerica Park,1503623,124,575,N,N,N,N,18795.2875
FLO,FLA,Florida Marlins,162,81,2002,4,79,83,Pro Player Stadium,813118,146,699,N,N,N,N,10038.493827160491
HOU,HOU,Houston Astros,162,81,2002,2,84,78,Minute Maid Park,2517357,167,749,N,N,N,N,31078.48148148148
KCA,KCR,Kansas City Royals,162,77,2002,4,62,100,Kauffman Stadium,1323036,140,737,N,N,N,N,17182.285714285714
LAN,LAD,Los Angeles Dodgers,162,81,2002,3,92,70,Dodger Stadium,3131255,155,713,N,N,N,N,38657.46913580247
MIL,MIL,Milwaukee Brewers,162,81,2002,6,56,106,Miller Park,1969153,139,627,N,N,N,N,24310.53086419753
MIN,MIN,Minnesota Twins,161,81,2002,1,94,67,Hubert H Humphrey Metrodome,1924473,167,768,Y,N,N,N,23758.925925925927
MON,WSN,Montreal Expos,162,81,2002,2,83,79,Stade Olympique,812045,162,735,N,N,N,N,10025.246913580248
NYA,NYY,New York Yankees,161,80,2002,1,103,58,Yankee Stadium II,3465807,223,897,Y,N,N,N,43322.5875
NYN,NYM,New York Mets,161,78,2002,5,75,86,Shea Stadium,2804838,160,690,N,N,N,N,35959.46153846154
OAK,OAK,Oakland Athletics,162,81,2002,1,103,59,Oakland Coliseum,2169811,205,800,Y,N,N,N,26787.79012345679
PHI,PHI,Philadelphia Phillies,161,79,2002,3,80,81,Veterans Stadium,1618467,165,710,N,N,N,N,20486.92405063291
PIT,PIT,Pittsburgh Pirates,161,79,2002,4,72,89,PNC Park,1784988,142,641,N,N,N,N,22594.78481012658
SDN,SDP,San Diego Padres,162,81,2002,5,66,96,Qualcomm Stadium,2220601,136,662,N,N,N,N,27414.827160493827
SEA,SEA,Seattle Mariners,162,81,2002,3,93,69,Safeco Field,3542938,152,814,N,N,N,N,43739.97530864197
SFN,SFG,San Francisco Giants,162,81,2002,2,95,66,PacBell Park,3253203,198,783,N,Y,Y,N,40163.0
SLN,STL,St. Louis Cardinals,162,81,2002,1,97,65,Busch Stadium II,3011756,175,787,Y,N,N,N,37182.17283950617
TBA,TBD,Tampa Bay Devil Rays,161,81,2002,5,55,106,Tropicana Field,1065742,133,673,N,N,N,N,13157.308641975307
TEX,TEX,Texas Rangers,162,80,2002,4,72,90,The Ballpark at Arlington,2352397,230,843,N,N,N,N,29404.9625
TOR,TOR,Toronto Blue Jays,162,81,2002,3,78,84,Skydome,1637900,187,813,N,N,N,N,20220.987654320987
ANA,ANA,Anaheim Angels,162,82,2003,3,77,85,Edison International Field,3061094,150,736,N,N,N,N,37330.41463414634
ARI,ARI,Arizona Diamondbacks,162,81,2003,3,84,78,Bank One Ballpark,2805542,152,717,N,N,N,N,34636.32098765432
ATL,ATL,Atlanta Braves,162,81,2003,1,101,61,Turner Field,2401084,235,907,Y,N,N,N,29643.012345679013
BAL,BAL,Baltimore Orioles,163,81,2003,4,71,91,Oriole Park at Camden Yards,2454523,152,743,N,N,N,N,30302.753086419754
BOS,BOS,Boston Red Sox,162,81,2003,2,95,67,Fenway Park II,2724165,238,961,N,Y,N,N,33631.666666666664
CHA,CHW,Chicago White Sox,162,81,2003,2,86,76,U.S. Cellular Field,1939524,220,791,N,N,N,N,23944.74074074074
CHN,CHC,Chicago Cubs,162,81,2003,1,88,74,Wrigley Field,2962630,172,724,Y,N,N,N,36575.67901234568
CIN,CIN,Cincinnati Reds,162,81,2003,5,69,93,Great American Ball Park,2355259,182,694,N,N,N,N,29077.271604938276
CLE,CLE,Cleveland Indians,162,81,2003,4,68,94,Jacobs Field,1730002,158,699,N,N,N,N,21358.04938271605
COL,COL,Colorado Rockies,162,81,2003,4,74,88,Coors Field,2334085,198,853,N,N,N,N,28815.864197530864
DET,DET,Detroit Tigers,162,81,2003,5,43,119,Comerica Park,1368245,153,591,N,N,N,N,16891.913580246914
FLO,FLA,Florida Marlins,162,81,2003,2,91,71,Pro Player Stadium,1303215,157,751,N,Y,Y,Y,16089.074074074077
HOU,HOU,Houston Astros,162,81,2003,2,87,75,Minute Maid Park,2454241,191,805,N,N,N,N,30299.271604938276
KCA,KCR,Kansas City Royals,162,80,2003,3,83,79,Kauffman Stadium,1779895,162,836,N,N,N,N,22248.6875
LAN,LAD,Los Angeles Dodgers,162,81,2003,2,85,77,Dodger Stadium,3138626,124,574,N,N,N,N,38748.46913580247
MIL,MIL,Milwaukee Brewers,162,81,2003,6,68,94,Miller Park,1700354,196,714,N,N,N,N,20992.024691358023
MIN,MIN,Minnesota Twins,162,81,2003,1,90,72,Hubert H Humphrey Metrodome,1946011,155,801,Y,N,N,N,24024.827160493827
MON,WSN,Montreal Expos,162,81,2003,4,83,79,Stade Olympique/Hiram Bithorn Stadium,1025639,144,711,N,N,N,N,12662.20987654321
NYA,NYY,New York Yankees,163,82,2003,1,101,61,Yankee Stadium II,3465600,230,877,Y,N,Y,N,42263.41463414634
NYN,NYM,New York Mets,161,80,2003,5,66,95,Shea Stadium,2140599,124,642,N,N,N,N,26757.4875
OAK,OAK,Oakland Athletics,162,81,2003,1,96,66,Oakland Coliseum,2216596,176,768,Y,N,N,N,27365.382716049386
PHI,PHI,Philadelphia Phillies,162,81,2003,3,86,76,Veterans Stadium,2259948,166,791,N,N,N,N,27900.59259259259
PIT,PIT,Pittsburgh Pirates,162,81,2003,4,75,87,PNC Park,1636751,163,753,N,N,N,N,20206.802469135804
SDN,SDP,San Diego Padres,162,81,2003,5,64,98,Qualcomm Stadium,2030084,128,678,N,N,N,N,25062.765432098764
SEA,SEA,Seattle Mariners,162,81,2003,2,93,69,Safeco Field,3268509,139,795,N,N,N,N,40351.96296296296
SFN,SFG,San Francisco Giants,161,81,2003,1,100,61,PacBell Park,3264898,180,755,Y,N,N,N,40307.38271604938
SLN,STL,St. Louis Cardinals,162,81,2003,3,85,77,Busch Stadium II,2910386,196,876,N,N,N,N,35930.69135802469
TBA,TBD,Tampa Bay Devil Rays,162,81,2003,5,63,99,Tropicana Field,1058695,137,715,N,N,N,N,13070.308641975307
TEX,TEX,Texas Rangers,162,81,2003,4,71,91,The Ballpark at Arlington,2094394,239,826,N,N,N,N,25856.71604938272
TOR,TOR,Toronto Blue Jays,162,81,2003,3,86,76,Skydome,1799458,190,894,N,N,N,N,22215.53086419753
ANA,ANA,Anaheim Angels,162,81,2004,1,92,70,Angels Stadium of Anaheim,3375677,162,836,Y,N,N,N,41675.02469135803
ARI,ARI,Arizona Diamondbacks,162,81,2004,5,51,111,Bank One Ballpark,2519560,135,615,N,N,N,N,31105.67901234568
ATL,ATL,Atlanta Braves,162,81,2004,1,96,66,Turner Field,2327565,178,803,Y,N,N,N,28735.37037037037
BAL,BAL,Baltimore Orioles,162,81,2004,3,78,84,Oriole Park at Camden Yards,2744018,169,842,N,N,N,N,33876.765432098764
BOS,BOS,Boston Red Sox,162,81,2004,2,98,64,Fenway Park II,2837294,222,949,N,Y,Y,Y,35028.32098765432
CHA,CHW,Chicago White Sox,162,81,2004,2,83,79,U.S. Cellular Field,1930537,242,865,N,N,N,N,23833.79012345679
CHN,CHC,Chicago Cubs,162,82,2004,3,89,73,Wrigley Field,3170154,235,789,N,N,N,N,38660.41463414634
